Product_ID,Product_Name,Category,Price,Promo_Flag,Month,Units_Sold,Year,Is_Seasonal,Holiday_Flag
P1006,Product_6,Toys,20.1,1,2024-11,118,2024,1,0
P1006,Product_6,Toys,20.42,1,2024-12,81,2024,0,1
P1007,Product_7,Electronics,177.49,1,2023-01,115,2023,1,1
P1007,Product_7,Electronics,185.53,1,2023-02,123,2023,1,0
P1007,Product_7,Electronics,181.02,1,2023-03,87,2023,0,0
P1007,Product_7,Electronics,171.72,1,2023-04,94,2023,0,0
P1007,Product_7,Electronics,189.68,0,2023-05,99,2023,1,0
P1007,Product_7,Electronics,185.42,0,2023-06,57,2023,0,0
P1007,Product_7,Electronics,191.59,1,2023-07,82,2023,0,0
P1007,Product_7,Electronics,170.41,1,2023-08,69,2023,0,0
P1007,Product_7,Electronics,190.98,0,2023-09,102,2023,1,0
P1007,Product_7,Electronics,173.48,1,2023-10,122,2023,1,0
P1007,Product_7,Electronics,171.6,0,2023-11,113,2023,1,1
P1007,Product_7,Electronics,187.31,1,2023-12,119,2023,1,0
P1007,Product_7,Electronics,185.5,1,2024-01,135,2024,1,0
P1007,Product_7,Electronics,190.1,1,2024-02,83,2024,0,0
P1007,Product_7,Electronics,186.78,0,2024-03,96,2024,1,0
P1007,Product_7,Electronics,161.63,0,2024-04,44,2024,0,0
P1007,Product_7,Electronics,190.43,0,2024-05,46,2024,0,0
P1007,Product_7,Electronics,180.57,0,2024-06,65,2024,0,0
P1007,Product_7,Electronics,178.7,0,2024-07,51,2024,0,0
P1007,Product_7,Electronics,180.56,0,2024-08,56,2024,0,0
P1007,Product_7,Electronics,175.28,1,2024-09,81,2024,0,0
P1007,Product_7,Electronics,186.87,0,2024-10,115,2024,1,0
P1007,Product_7,Electronics,176.39,1,2024-11,145,2024,1,1
P1007,Product_7,Electronics,171.2,0,2024-12,61,2024,0,0
P1008,Product_8,Home & Kitchen,115.12,0,2023-01,74,2023,0,0
P1008,Product_8,Home & Kitchen,117.08,1,2023-02,128,2023,1,0
P1008,Product_8,Home & Kitchen,115.18,0,2023-03,42,2023,0,0
P1008,Product_8,Home & Kitchen,122.66,0,2023-04,74,2023,0,0
P1008,Product_8,Home & Kitchen,134.25,1,2023-05,82,2023,0,0
P1008,Product_8,Home & Kitchen,131.26,0,2023-06,78,2023,1,0
P1008,Product_8,Home & Kitchen,121.64,1,2023-07,129,2023,1,0
P1008,Product_8,Home & Kitchen,135.38,0,2023-08,103,2023,1,0
P1008,Product_8,Home & Kitchen,115.44,0,2023-09,99,2023,1,0
P1008,Product_8,Home & Kitchen,118.21,1,2023-10,87,2023,0,0
P1008,Product_8,Home & Kitchen,123.2,1,2023-11,119,2023,1,0
P1008,Product_8,Home & Kitchen,119.96,1,2023-12,99,2023,0,1
P1008,Product_8,Home & Kitchen,127.53,1,2024-01,133,2024,1,1
P1008,Product_8,Home & Kitchen,114.99,1,2024-02,119,2024,1,0
P1008,Product_8,Home & Kitchen,114.97,0,2024-03,48,2024,0,0
P1008,Product_8,Home & Kitchen,120.38,1,2024-04,124,2024,1,0
P1008,Product_8,Home & Kitchen,134.07,0,2024-05,120,2024,1,0
P1008,Product_8,Home & Kitchen,116.07,1,2024-06,116,2024,1,0
P1008,Product_8,Home & Kitchen,116.57,0,2024-07,91,2024,1,0
P1008,Product_8,Home & Kitchen,113.99,1,2024-08,74,2024,0,0
P1008,Product_8,Home & Kitchen,114.79,1,2024-09,65,2024,0,0
P1008,Product_8,Home & Kitchen,120.84,1,2024-10,118,2024,1,0
P1008,Product_8,Home & Kitchen,124.3,1,2024-11,118,2024,1,0
P1008,Product_8,Home & Kitchen,131.65,1,2024-12,80,2024,0,0
P1009,Product_9,Electronics,148.23,0,2023-01,83,2023,0,1
P1009,Product_9,Electronics,151.71,1,2023-02,113,2023,1,0
P1009,Product_9,Electronics,135.41,0,2023-03,94,2023,1,0
P1009,Product_9,Electronics,144.09,1,2023-04,107,2023,1,0
P1009,Product_9,Electronics,147.95,0,2023-05,53,2023,0,0
P1009,Product_9,Electronics,151.69,1,2023-06,58,2023,0,0
P1009,Product_9,Electronics,131.14,1,2023-07,88,2023,0,0
P1009,Product_9,Electronics,155.96,1,2023-08,110,2023,1,0
P1009,Product_9,Electronics,144.87,1,2023-09,110,2023,1,0
P1009,Product_9,Electronics,143.01,1,2023-10,120,2023,1,0
P1009,Product_9,Electronics,145.48,1,2023-11,126,2023,1,1
P1009,Product_9,Electronics,140.99,1,2023-12,85,2023,0,1
P1009,Product_9,Electronics,130.66,0,2024-01,104,2024,1,1
P1009,Product_9,Electronics,139.55,0,2024-02,53,2024,0,0
P1009,Product_9,Electronics,133.54,0,2024-03,102,2024,1,0
P1009,Product_9,Electronics,149.71,1,2024-04,129,2024,1,0
P1009,Product_9,Electronics,152.89,0,2024-05,51,2024,0,0
P1009,Product_9,Electronics,145.61,1,2024-06,79,2024,0,0
P1009,Product_9,Electronics,147.04,1,2024-07,75,2024,0,0
P1009,Product_9,Electronics,133.77,1,2024-08,95,2024,0,0
P1009,Product_9,Electronics,138.28,0,2024-09,113,2024,1,0
P1009,Product_9,Electronics,146.58,0,2024-10,46,2024,0,0
P1009,Product_9,Electronics,140.37,1,2024-11,80,2024,0,0
P1009,Product_9,Electronics,136.94,1,2024-12,81,2024,0,0
P1010,Product_10,Apparel,12.8,1,2023-01,130,2023,1,1
P1010,Product_10,Apparel,12.97,1,2023-02,73,2023,0,0
P1010,Product_10,Apparel,13.04,0,2023-03,91,2023,1,0
P1010,Product_10,Apparel,15.01,1,2023-04,74,2023,0,0
P1010,Product_10,Apparel,12.74,0,2023-05,74,2023,1,0
P1010,Product_10,Apparel,15.25,1,2023-06,86,2023,0,0
P1010,Product_10,Apparel,12.83,0,2023-07,63,2023,0,0
P1010,Product_10,Apparel,14.93,0,2023-08,99,2023,1,0
P1010,Product_10,Apparel,14.79,0,2023-09,52,2023,0,0
P1010,Product_10,Apparel,14.38,0,2023-10,94,2023,1,0
P1010,Product_10,Apparel,15.11,0,2023-11,135,2023,1,1
P1010,Product_10,Apparel,13.3,1,2023-12,136,2023,1,0
P1010,Product_10,Apparel,14.66,1,2024-01,114,2024,1,0
P1010,Product_10,Apparel,13.7,0,2024-02,49,2024,0,0
P1010,Product_10,Apparel,13.93,0,2024-03,55,2024,0,0
P1010,Product_10,Apparel,14.22,1,2024-04,76,2024,0,0
P1010,Product_10,Apparel,13.32,0,2024-05,48,2024,0,0
P1010,Product_10,Apparel,13.86,0,2024-06,62,2024,0,0
P1010,Product_10,Apparel,14.0,0,2024-07,58,2024,0,0
P1010,Product_10,Apparel,12.89,1,2024-08,115,2024,1,0
P1010,Product_10,Apparel,12.7,1,2024-09,113,2024,1,0
P1010,Product_10,Apparel,14.42,0,2024-10,67,2024,0,0
P1010,Product_10,Apparel,14.64,1,2024-11,112,2024,1,0
P1010,Product_10,Apparel,13.67,1,2024-12,104,2024,0,0
P1011,Product_11,Home & Kitchen,188.41,1,2023-01,96,2023,0,1
P1011,Product_11,Home & Kitchen,181.9,0,2023-02,60,2023,0,0
P1011,Product_11,Home & Kitchen,177.44,1,2023-03,84,2023,0,0
P1011,Product_11,Home & Kitchen,207.57,0,2023-04,75,2023,0,0
P1011,Product_11,Home & Kitchen,180.29,0,2023-05,94,2023,1,0
P1011,Product_11,Home & Kitchen,181.21,1,2023-06,125,2023,1,0
P1011,Product_11,Home & Kitchen,181.24,0,2023-07,105,2023,1,0
P1011,Product_11,Home & Kitchen,195.18,1,2023-08,130,2023,1,0
P1011,Product_11,Home & Kitchen,188.8,1,2023-09,117,2023,1,0
P1011,Product_11,Home & Kitchen,206.58,1,2023-10,89,2023,0,0
P1011,Product_11,Home & Kitchen,191.92,0,2023-11,93,2023,1,0
P1011,Product_11,Home & Kitchen,186.57,1,2023-12,72,2023,0,1
P1011,Product_11,Home & Kitchen,203.9,0,2024-01,84,2024,1,0
P1011,Product_11,Home & Kitchen,209.81,0,2024-02,100,2024,1,0
P1011,Product_11,Home & Kitchen,189.77,1,2024-03,128,2024,1,0
P1011,Product_11,Home & Kitchen,199.11,0,2024-04,100,2024,1,0
P1011,Product_11,Home & Kitchen,179.4,1,2024-05,81,2024,0,0
P1011,Product_11,Home & Kitchen,187.87,1,2024-06,125,2024,1,0
P1011,Product_11,Home & Kitchen,180.27,1,2024-07,125,2024,1,0
P1011,Product_11,Home & Kitchen,195.58,1,2024-08,92,2024,0,0
P1011,Product_11,Home & Kitchen,209.59,0,2024-09,95,2024,1,0
P1011,Product_11,Home & Kitchen,186.97,1,2024-10,124,2024,1,0
P1011,Product_11,Home & Kitchen,184.51,1,2024-11,135,2024,1,0
P1011,Product_11,Home & Kitchen,208.92,0,2024-12,119,2024,1,1
P1012,Product_12,Electronics,162.85,1,2023-01,147,2023,1,1
P1012,Product_12,Electronics,156.39,1,2023-02,75,2023,0,0
P1012,Product_12,Electronics,159.06,1,2023-03,129,2023,1,0
P1012,Product_12,Electronics,172.91,0,2023-04,69,2023,0,0
P1012,Product_12,Electronics,174.69,1,2023-05,103,2023,1,0
P1012,Product_12,Electronics,162.97,1,2023-06,82,2023,0,0
P1012,Product_12,Electronics,157.46,0,2023-07,101,2023,1,0
P1012,Product_12,Electronics,164.83,0,2023-08,108,2023,1,0
P1012,Product_12,Electronics,166.89,1,2023-09,121,2023,1,0
P1012,Product_12,Electronics,171.91,0,2023-10,86,2023,0,0
P1012,Product_12,Electronics,151.96,0,2023-11,92,2023,0,1
P1012,Product_12,Electronics,182.37,0,2023-12,120,2023,1,1
P1012,Product_12,Electronics,175.13,0,2024-01,102,2024,1,0
P1012,Product_12,Electronics,171.75,0,2024-02,88,2024,1,0
P1012,Product_12,Electronics,165.61,1,2024-03,121,2024,1,0
P1012,Product_12,Electronics,182.48,1,2024-04,121,2024,1,0
P1012,Product_12,Electronics,166.51,1,2024-05,105,2024,0,0
P1012,Product_12,Electronics,164.77,1,2024-06,85,2024,0,0
P1012,Product_12,Electronics,153.19,1,2024-07,90,2024,0,0
P1012,Product_12,Electronics,151.5,0,2024-08,54,2024,0,0
P1012,Product_12,Electronics,162.56,1,2024-09,128,2024,1,0
P1012,Product_12,Electronics,182.29,1,2024-10,96,2024,1,0
P1012,Product_12,Electronics,163.0,0,2024-11,112,2024,1,0
P1012,Product_12,Electronics,166.56,1,2024-12,86,2024,0,1
P1013,Product_13,Electronics,47.57,1,2023-01,123,2023,1,1
P1013,Product_13,Electronics,47.09,1,2023-02,118,2023,1,0
P1013,Product_13,Electronics,50.33,1,2023-03,88,2023,0,0
P1013,Product_13,Electronics,48.96,0,2023-04,98,2023,1,0
P1013,Product_13,Electronics,51.16,0,2023-05,89,2023,1,0
P1013,Product_13,Electronics,54.99,0,2023-06,105,2023,1,0
P1013,Product_13,Electronics,46.81,1,2023-07,112,2023,1,0
P1013,Product_13,Electronics,55.35,1,2023-08,78,2023,0,0
P1013,Product_13,Electronics,50.37,1,2023-09,73,2023,0,0
P1013,Product_13,Electronics,52.86,0,2023-10,101,2023,1,0
P1013,Product_13,Electronics,47.42,0,2023-11,113,2023,1,1
P1013,Product_13,Electronics,47.23,1,2023-12,81,2023,0,0
P1013,Product_13,Electronics,45.68,1,2024-01,120,2024,0,1
P1013,Product_13,Electronics,45.97,1,2024-02,108,2024,1,0
P1013,Product_13,Electronics,53.12,1,2024-03,93,2024,0,0
P1013,Product_13,Electronics,49.75,1,2024-04,93,2024,1,0
P1013,Product_13,Electronics,49.35,1,2024-05,108,2024,1,0
P1013,Product_13,Electronics,47.14,0,2024-06,62,2024,0,0
P1013,Product_13,Electronics,53.99,0,2024-07,98,2024,1,0
P1013,Product_13,Electronics,48.04,0,2024-08,65,2024,0,0
P1013,Product_13,Electronics,51.79,1,2024-09,76,2024,0,0
P1013,Product_13,Electronics,46.88,0,2024-10,99,2024,1,0
P1013,Product_13,Electronics,52.52,0,2024-11,99,2024,1,0
P1013,Product_13,Electronics,47.55,0,2024-12,100,2024,1,0
P1014,Product_14,Automotive,42.15,1,2023-01,135,2023,1,1
P1014,Product_14,Automotive,41.68,0,2023-02,58,2023,0,0
P1014,Product_14,Automotive,45.91,1,2023-03,76,2023,0,0
P1014,Product_14,Automotive,42.26,0,2023-04,57,2023,0,0
P1014,Product_14,Automotive,46.53,0,2023-05,102,2023,1,0
P1014,Product_14,Automotive,43.63,0,2023-06,102,2023,1,0
P1014,Product_14,Automotive,46.04,0,2023-07,53,2023,0,0
P1014,Product_14,Automotive,48.08,1,2023-08,110,2023,1,0
P1014,Product_14,Automotive,40.21,1,2023-09,103,2023,1,0
P1014,Product_14,Automotive,48.05,0,2023-10,117,2023,1,0
P1014,Product_14,Automotive,47.37,1,2023-11,82,2023,0,1
P1014,Product_14,Automotive,43.47,1,2023-12,111,2023,1,0
P1014,Product_14,Automotive,45.35,1,2024-01,142,2024,1,1
P1014,Product_14,Automotive,43.74,1,2024-02,65,2024,0,0
P1014,Product_14,Automotive,45.01,1,2024-03,102,2024,1,0
P1014,Product_14,Automotive,48.54,0,2024-04,54,2024,0,0
P1014,Product_14,Automotive,46.9,1,2024-05,129,2024,1,0
P1014,Product_14,Automotive,47.22,1,2024-06,119,2024,1,0
P1014,Product_14,Automotive,43.88,0,2024-07,121,2024,1,0
P1014,Product_14,Automotive,42.39,1,2024-08,86,2024,0,0
P1014,Product_14,Automotive,41.33,0,2024-09,87,2024,1,0
P1014,Product_14,Automotive,42.52,1,2024-10,81,2024,0,0
P1014,Product_14,Automotive,40.26,1,2024-11,63,2024,0,0
P1014,Product_14,Automotive,45.03,1,2024-12,85,2024,0,0
P1015,Product_15,Home & Kitchen,46.21,0,2023-01,95,2023,1,0
P1015,Product_15,Home & Kitchen,40.46,0,2023-02,105,2023,1,0
P1015,Product_15,Home & Kitchen,41.59,0,2023-03,76,2023,0,0
P1015,Product_15,Home & Kitchen,46.33,1,2023-04,135,2023,1,0
P1015,Product_15,Home & Kitchen,41.94,1,2023-05,78,2023,0,0
P1015,Product_15,Home & Kitchen,43.8,0,2023-06,68,2023,0,0
P1015,Product_15,Home & Kitchen,45.02,1,2023-07,116,2023,1,0
P1015,Product_15,Home & Kitchen,45.77,0,2023-08,101,2023,1,0
P1015,Product_15,Home & Kitchen,42.56,1,2023-09,104,2023,1,0
P1015,Product_15,Home & Kitchen,43.55,1,2023-10,72,2023,0,0
P1015,Product_15,Home & Kitchen,46.81,1,2023-11,100,2023,0,1
P1015,Product_15,Home & Kitchen,44.63,0,2023-12,82,2023,1,0
P1015,Product_15,Home & Kitchen,46.31,1,2024-01,80,2024,0,0
P1015,Product_15,Home & Kitchen,42.29,0,2024-02,101,2024,1,0
P1015,Product_15,Home & Kitchen,40.64,0,2024-03,106,2024,1,0
P1015,Product_15,Home & Kitchen,40.82,1,2024-04,104,2024,1,0
P1015,Product_15,Home & Kitchen,44.81,1,2024-05,103,2024,1,0
P1015,Product_15,Home & Kitchen,47.28,0,2024-06,69,2024,0,0
P1015,Product_15,Home & Kitchen,41.32,1,2024-07,81,2024,0,0
P1015,Product_15,Home & Kitchen,44.81,1,2024-08,76,2024,0,0
P1015,Product_15,Home & Kitchen,46.54,0,2024-09,84,2024,1,0
P1015,Product_15,Home & Kitchen,47.71,1,2024-10,115,2024,1,0
P1015,Product_15,Home & Kitchen,47.53,0,2024-11,64,2024,0,1
P1015,Product_15,Home & Kitchen,45.66,0,2024-12,109,2024,1,0
P1016,Product_16,Apparel,65.92,0,2023-01,61,2023,0,1
P1016,Product_16,Apparel,68.37,0,2023-02,97,2023,1,0
P1016,Product_16,Apparel,72.86,1,2023-03,128,2023,1,0
P1016,Product_16,Apparel,69.96,1,2023-04,86,2023,0,0
P1016,Product_16,Apparel,70.41,1,2023-05,75,2023,0,0
P1016,Product_16,Apparel,67.66,1,2023-06,126,2023,1,0
P1016,Product_16,Apparel,64.03,1,2023-07,88,2023,0,0
P1016,Product_16,Apparel,61.49,1,2023-08,81,2023,0,0
P1016,Product_16,Apparel,70.48,1,2023-09,124,2023,1,0
P1016,Product_16,Apparel,74.19,0,2023-10,97,2023,1,0
P1016,Product_16,Apparel,73.83,0,2023-11,111,2023,1,0
P1016,Product_16,Apparel,72.48,1,2023-12,94,2023,0,1
P1016,Product_16,Apparel,65.35,0,2024-01,45,2024,0,0
P1016,Product_16,Apparel,62.66,1,2024-02,85,2024,0,0
P1016,Product_16,Apparel,62.07,0,2024-03,49,2024,0,0
P1016,Product_16,Apparel,70.85,0,2024-04,112,2024,1,0
